path,npy,flag,box,n_dets
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.8765__04-19-11-05-35OUTPUT_coord_190__795__0.8765__mekk.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.8765__04-19-11-05-35OUTPUT_coord_190__795__0.8765__mekk.mp4.npy,ok,"0,231,873",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.8823__04-21-13-42-07OUTPUT_coord_683__1089__0.8823__mmtz.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.8823__04-21-13-42-07OUTPUT_coord_683__1089__0.8823__mmtz.mp4.npy,ok,"35,166,1224",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.8916__04-19-15-48-57OUTPUT_coord_673__1300__0.8916__uczx.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.8916__04-19-15-48-57OUTPUT_coord_673__1300__0.8916__uczx.mp4.npy,ok,"1,345,1094",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.8945__04-22-13-22-58OUTPUT_coord_192__898__0.8945__zorz.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.8945__04-22-13-22-58OUTPUT_coord_192__898__0.8945__zorz.mp4.npy,ok,"0,117,1026",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.9023__04-19-12-15-11OUTPUT_coord_836__1058__0.9023__ruwb.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.9023__04-19-12-15-11OUTPUT_coord_836__1058__0.9023__ruwb.mp4.npy,ok,"10,92,1269",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.9106__04-25-10-41-28OUTPUT_coord_645__795__0.9106__opra.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.9106__04-25-10-41-28OUTPUT_coord_645__795__0.9106__opra.mp4.npy,ok,"160,90,862",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.9136__04-25-14-18-05OUTPUT_coord_593__1068__0.9136__yasb.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.9136__04-25-14-18-05OUTPUT_coord_593__1068__0.9136__yasb.mp4.npy,ok,"105,492,772",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.9307__04-23-20-56-46OUTPUT_coord_688__824__0.9307__kopl.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.9307__04-23-20-56-46OUTPUT_coord_688__824__0.9307__kopl.mp4.npy,ok,"94,200,1062",3
/home/tomis/SBT/DATASETS/reingesta_dia1_socrates/reingesta_dia1_socrates/0.9424__04-21-12-31-31OUTPUT_coord_663__1034__0.9424__msip.mp4,reingesta_dia1_socrates__reingesta_dia1_socrates__0.9424__04-21-12-31-31OUTPUT_coord_663__1034__0.9424__msip.mp4.npy,ok,"22,188,1118",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2502-04-26-12-30-06OUTPUT_coord_627__441__0.2502__bwvq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2502-04-26-12-30-06OUTPUT_coord_627__441__0.2502__bwvq.mp4.npy,exists,,
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2507-04-26-11-12-06OUTPUT_coord_803__1379__0.2507__doip.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2507-04-26-11-12-06OUTPUT_coord_803__1379__0.2507__doip.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.251-04-26-08-31-06OUTPUT_coord_829__965__0.251__ehol.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.251-04-26-08-31-06OUTPUT_coord_829__965__0.251__ehol.mp4.npy,ok,"0,0,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2512-04-26-10-41-21OUTPUT_coord_637__376__0.2512__abbj.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2512-04-26-10-41-21OUTPUT_coord_637__376__0.2512__abbj.mp4.npy,ok,"210,0,862",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.252-04-26-14-09-16OUTPUT_coord_800__827__0.252__ucef.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.252-04-26-14-09-16OUTPUT_coord_800__827__0.252__ucef.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2522-04-26-11-49-58OUTPUT_coord_776__1433__0.2522__axgv.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2522-04-26-11-49-58OUTPUT_coord_776__1433__0.2522__axgv.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2524-04-26-14-46-23OUTPUT_coord_681__599__0.2524__mqib.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2524-04-26-14-46-23OUTPUT_coord_681__599__0.2524__mqib.mp4.npy,ok,"241,22,939",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2537-04-26-11-44-21OUTPUT_coord_1259__972__0.2537__igdz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2537-04-26-11-44-21OUTPUT_coord_1259__972__0.2537__igdz.mp4.npy,ok,"844,1004,435",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.254-04-26-14-14-36OUTPUT_coord_477__1434__0.254__slkk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.254-04-26-14-14-36OUTPUT_coord_477__1434__0.254__slkk.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2546-04-26-12-33-02OUTPUT_coord_727__591__0.2546__wscq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2546-04-26-12-33-02OUTPUT_coord_727__591__0.2546__wscq.mp4.npy,ok,"0,0,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2551-04-26-14-20-53OUTPUT_coord_673__1417__0.2551__xuhk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2551-04-26-14-20-53OUTPUT_coord_673__1417__0.2551__xuhk.mp4.npy,ok,"0,160,1280",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2556-04-26-11-51-24OUTPUT_coord_1259__973__0.2556__yytz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2556-04-26-11-51-24OUTPUT_coord_1259__973__0.2556__yytz.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2559-04-26-09-40-23OUTPUT_coord_606__1060__0.2559__isey.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2559-04-26-09-40-23OUTPUT_coord_606__1060__0.2559__isey.mp4.npy,ok,"0,143,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.257-04-26-13-23-42OUTPUT_coord_649__822__0.257__nzdf.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.257-04-26-13-23-42OUTPUT_coord_649__822__0.257__nzdf.mp4.npy,ok,"66,0,1093",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.258-04-26-11-36-09OUTPUT_coord_750__609__0.258__yzvi.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.258-04-26-11-36-09OUTPUT_coord_750__609__0.258__yzvi.mp4.npy,ok,"31,129,1183",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2583-04-26-12-30-36OUTPUT_coord_78__815__0.2583__gkke.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2583-04-26-12-30-36OUTPUT_coord_78__815__0.2583__gkke.mp4.npy,ok,"0,30,1239",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.259-04-26-12-18-15OUTPUT_coord_686__684__0.259__ilzx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.259-04-26-12-18-15OUTPUT_coord_686__684__0.259__ilzx.mp4.npy,ok,"138,0,1030",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2593-04-26-11-22-51OUTPUT_coord_481__286__0.2593__kptz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2593-04-26-11-22-51OUTPUT_coord_481__286__0.2593__kptz.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2615-04-26-13-45-31OUTPUT_coord_650__727__0.2615__vuwz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2615-04-26-13-45-31OUTPUT_coord_650__727__0.2615__vuwz.mp4.npy,ok,"235,150,763",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2627-04-26-11-11-48OUTPUT_coord_583__1113__0.2627__xzls.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2627-04-26-11-11-48OUTPUT_coord_583__1113__0.2627__xzls.mp4.npy,ok,"0,0,1119",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2634-04-26-13-46-55OUTPUT_coord_779__775__0.2634__qcdc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2634-04-26-13-46-55OUTPUT_coord_779__775__0.2634__qcdc.mp4.npy,ok,"169,0,1102",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2642-04-26-11-50-41OUTPUT_coord_1261__972__0.2642__fkhs.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2642-04-26-11-50-41OUTPUT_coord_1261__972__0.2642__fkhs.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2646-04-26-12-53-08OUTPUT_coord_910__1411__0.2646__uxkm.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2646-04-26-12-53-08OUTPUT_coord_910__1411__0.2646__uxkm.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2656-04-26-12-46-39OUTPUT_coord_236__1207__0.2656__qcav.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2656-04-26-12-46-39OUTPUT_coord_236__1207__0.2656__qcav.mp4.npy,ok,"0,247,592",1
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.266-04-26-10-29-53OUTPUT_coord_644__701__0.266__gxvr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.266-04-26-10-29-53OUTPUT_coord_644__701__0.266__gxvr.mp4.npy,ok,"0,0,1133",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.266-04-26-12-39-35OUTPUT_coord_739__548__0.266__ggaz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.266-04-26-12-39-35OUTPUT_coord_739__548__0.266__ggaz.mp4.npy,ok,"155,239,861",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2664-04-26-13-24-25OUTPUT_coord_725__627__0.2664__dodv.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2664-04-26-13-24-25OUTPUT_coord_725__627__0.2664__dodv.mp4.npy,ok,"200,0,879",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2673-04-26-09-19-06OUTPUT_coord_574__701__0.2673__stjr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2673-04-26-09-19-06OUTPUT_coord_574__701__0.2673__stjr.mp4.npy,ok,"0,0,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2678-04-26-13-05-15OUTPUT_coord_631__384__0.2678__ghok.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2678-04-26-13-05-15OUTPUT_coord_631__384__0.2678__ghok.mp4.npy,ok,"169,0,745",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2686-04-26-09-19-40OUTPUT_coord_501__1210__0.2686__csic.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2686-04-26-09-19-40OUTPUT_coord_501__1210__0.2686__csic.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2695-04-26-10-20-25OUTPUT_coord_703__405__0.2695__pjox.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2695-04-26-10-20-25OUTPUT_coord_703__405__0.2695__pjox.mp4.npy,ok,"37,84,1242",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2708-04-26-11-45-28OUTPUT_coord_112__821__0.2708__twvx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2708-04-26-11-45-28OUTPUT_coord_112__821__0.2708__twvx.mp4.npy,ok,"0,151,990",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.271-04-26-12-34-36OUTPUT_coord_704__949__0.271__griz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.271-04-26-12-34-36OUTPUT_coord_704__949__0.271__griz.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2725-04-26-14-52-18OUTPUT_coord_634__888__0.2725__wqet.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2725-04-26-14-52-18OUTPUT_coord_634__888__0.2725__wqet.mp4.npy,ok,"106,138,923",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.273-04-26-14-43-24OUTPUT_coord_490__1052__0.273__brnu.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.273-04-26-14-43-24OUTPUT_coord_490__1052__0.273__brnu.mp4.npy,ok,"0,154,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2742-04-26-11-03-50OUTPUT_coord_738__489__0.2742__hhhe.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2742-04-26-11-03-50OUTPUT_coord_738__489__0.2742__hhhe.mp4.npy,ok,"328,0,671",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2744-04-26-11-03-32OUTPUT_coord_503__911__0.2744__iqnv.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2744-04-26-11-03-32OUTPUT_coord_503__911__0.2744__iqnv.mp4.npy,ok,"0,93,1128",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2747-04-26-13-08-28OUTPUT_coord_531__585__0.2747__pheq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2747-04-26-13-08-28OUTPUT_coord_531__585__0.2747__pheq.mp4.npy,ok,"163,62,667",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2751-04-26-11-01-57OUTPUT_coord_642__494__0.2751__itac.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2751-04-26-11-01-57OUTPUT_coord_642__494__0.2751__itac.mp4.npy,ok,"187,0,833",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2754-04-26-10-38-59OUTPUT_coord_717__677__0.2754__eoty.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2754-04-26-10-38-59OUTPUT_coord_717__677__0.2754__eoty.mp4.npy,ok,"33,0,951",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2754-04-26-13-25-59OUTPUT_coord_536__1052__0.2754__pavr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2754-04-26-13-25-59OUTPUT_coord_536__1052__0.2754__pavr.mp4.npy,ok,"84,344,1022",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2756-04-26-12-32-40OUTPUT_coord_722__880__0.2756__uyan.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2756-04-26-12-32-40OUTPUT_coord_722__880__0.2756__uyan.mp4.npy,ok,"166,158,936",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2761-04-26-12-36-53OUTPUT_coord_591__372__0.2761__mwxm.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2761-04-26-12-36-53OUTPUT_coord_591__372__0.2761__mwxm.mp4.npy,ok,"94,0,938",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2766-04-26-15-06-16OUTPUT_coord_540__1211__0.2766__vzja.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2766-04-26-15-06-16OUTPUT_coord_540__1211__0.2766__vzja.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.278-04-26-11-00-40OUTPUT_coord_734__643__0.278__xpis.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.278-04-26-11-00-40OUTPUT_coord_734__643__0.278__xpis.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2786-04-26-11-39-26OUTPUT_coord_614__1063__0.2786__pviz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2786-04-26-11-39-26OUTPUT_coord_614__1063__0.2786__pviz.mp4.npy,ok,"0,72,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2793-04-26-14-21-48OUTPUT_coord_849__1190__0.2793__wzvj.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2793-04-26-14-21-48OUTPUT_coord_849__1190__0.2793__wzvj.mp4.npy,ok,"340,532,882",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2798-04-26-14-46-06OUTPUT_coord_778__753__0.2798__gtcq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2798-04-26-14-46-06OUTPUT_coord_778__753__0.2798__gtcq.mp4.npy,ok,"334,190,743",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2803-04-26-11-59-35OUTPUT_coord_729__1429__0.2803__doug.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2803-04-26-11-59-35OUTPUT_coord_729__1429__0.2803__doug.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2812-04-26-13-01-15OUTPUT_coord_716__625__0.2812__dfpt.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2812-04-26-13-01-15OUTPUT_coord_716__625__0.2812__dfpt.mp4.npy,ok,"33,0,1191",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2822-04-26-12-32-54OUTPUT_coord_659__877__0.2822__snzr.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2822-04-26-12-32-54OUTPUT_coord_659__877__0.2822__snzr.mp4.npy,ok,"47,72,1069",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2832-04-26-13-03-11OUTPUT_coord_287__1202__0.2832__qios.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2832-04-26-13-03-11OUTPUT_coord_287__1202__0.2832__qios.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2842-04-26-12-31-19OUTPUT_coord_641__698__0.2842__nksn.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2842-04-26-12-31-19OUTPUT_coord_641__698__0.2842__nksn.mp4.npy,ok,"57,0,941",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.285-04-26-12-26-53OUTPUT_coord_655__819__0.285__rfho.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.285-04-26-12-26-53OUTPUT_coord_655__819__0.285__rfho.mp4.npy,ok,"171,124,941",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2854-04-26-10-29-53OUTPUT_coord_735__650__0.2854__hydq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2854-04-26-10-29-53OUTPUT_coord_735__650__0.2854__hydq.mp4.npy,ok,"75,235,1204",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2856-04-26-12-42-05OUTPUT_coord_782__1177__0.2856__auqe.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2856-04-26-12-42-05OUTPUT_coord_782__1177__0.2856__auqe.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2861-04-26-11-23-21OUTPUT_coord_542__423__0.2861__qgrk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2861-04-26-11-23-21OUTPUT_coord_542__423__0.2861__qgrk.mp4.npy,ok,"293,0,452",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2864-04-26-11-44-20OUTPUT_coord_1257__973__0.2864__wxwq.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2864-04-26-11-44-20OUTPUT_coord_1257__973__0.2864__wxwq.mp4.npy,no_person,"192,272,896",0
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2876-04-26-10-53-20OUTPUT_coord_670__475__0.2876__vxhi.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2876-04-26-10-53-20OUTPUT_coord_670__475__0.2876__vxhi.mp4.npy,ok,"192,0,840",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2886-04-26-09-29-55OUTPUT_coord_690__1358__0.2886__yfgm.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2886-04-26-09-29-55OUTPUT_coord_690__1358__0.2886__yfgm.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2888-04-26-13-46-39OUTPUT_coord_631__1184__0.2888__tmpx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2888-04-26-13-46-39OUTPUT_coord_631__1184__0.2888__tmpx.mp4.npy,ok,"139,0,1140",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2893-04-26-12-21-06OUTPUT_coord_612__824__0.2893__bnsf.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2893-04-26-12-21-06OUTPUT_coord_612__824__0.2893__bnsf.mp4.npy,ok,"56,20,1044",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2893-04-26-13-48-46OUTPUT_coord_546__1142__0.2893__yndc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2893-04-26-13-48-46OUTPUT_coord_546__1142__0.2893__yndc.mp4.npy,ok,"0,118,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2905-04-26-13-45-39OUTPUT_coord_643__1218__0.2905__xafx.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2905-04-26-13-45-39OUTPUT_coord_643__1218__0.2905__xafx.mp4.npy,ok,"128,562,870",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2915-04-26-11-16-08OUTPUT_coord_996__1426__0.2915__lznz.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2915-04-26-11-16-08OUTPUT_coord_996__1426__0.2915__lznz.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.292-04-26-09-36-20OUTPUT_coord_669__1103__0.292__apof.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.292-04-26-09-36-20OUTPUT_coord_669__1103__0.292__apof.mp4.npy,ok,"0,27,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2932-04-26-14-51-48OUTPUT_coord_709__638__0.2932__mepk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2932-04-26-14-51-48OUTPUT_coord_709__638__0.2932__mepk.mp4.npy,ok,"384,254,483",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.294-04-26-12-34-18OUTPUT_coord_552__324__0.294__ofpl.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.294-04-26-12-34-18OUTPUT_coord_552__324__0.294__ofpl.mp4.npy,ok,"0,200,1239",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.294-04-26-14-54-47OUTPUT_coord_734__1433__0.294__wleu.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.294-04-26-14-54-47OUTPUT_coord_734__1433__0.294__wleu.mp4.npy,ok,"56,230,1209",2
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2947-04-26-09-15-40OUTPUT_coord_549__851__0.2947__agzl.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2947-04-26-09-15-40OUTPUT_coord_549__851__0.2947__agzl.mp4.npy,ok,"0,0,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.295-04-26-11-55-44OUTPUT_coord_588__695__0.295__fwyb.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.295-04-26-11-55-44OUTPUT_coord_588__695__0.295__fwyb.mp4.npy,ok,"120,556,883",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.2957-04-26-13-42-48OUTPUT_coord_765__1171__0.2957__sckc.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.2957-04-26-13-42-48OUTPUT_coord_765__1171__0.2957__sckc.mp4.npy,ok,"0,160,1280",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.297-04-26-12-31-32OUTPUT_coord_652__727__0.297__mzgw.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.297-04-26-12-31-32OUTPUT_coord_652__727__0.297__mzgw.mp4.npy,ok,"150,14,924",3
/home/tomis/SBT/DATASETS/reingesta_dia_platonv1/reingesta_dia_platonv1/0.298-04-26-13-29-24OUTPUT_coord_656__1346__0.298__pztk.mp4,reingesta_dia_platonv1__reingesta_dia_platonv1__0.298-04-26-13-29-24OUTPUT_coord_656__1346__0.298__pztk.mp4.npy,ok,"0,160,1280",3
