path,dataset,clase,split,sesion,camara,evento,duration,width,height,fps,score_prod
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_76__-El-reporte-termina..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,76,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_77__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,77,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_78__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,78,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_7__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,7,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_80__-El-recuerdo-termina..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,80,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_82__-es-lo-mas-importante-für-ro.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,82,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_83__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,83,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_84__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,84,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_85__-En-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,85,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_86__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,86,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_87__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,87,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_88__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,88,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_8__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,8,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_90__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,90,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_92__-corto.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,92,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_93__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,93,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_95__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,95,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_97__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,97,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_9__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,2,9,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_104__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,104,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_105__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,105,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_106__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,106,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_107__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,107,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_111__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,111,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_112__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,112,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_115__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,115,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_116__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,116,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_118__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,118,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_119__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,119,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_11__--Gracias-.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,11,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_120__.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,120,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_121__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,121,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_130__-Corto,-termino..mp4",todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,130,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_135__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,135,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_13__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,13,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_140__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,140,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_143__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,143,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_146__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,146,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_149__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,149,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_153__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,153,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_154__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,154,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_156__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,156,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_15__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,15,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_160__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,160,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_161__-corto,-termino..mp4",todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,161,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_169__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,169,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_170__-Gordo-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,170,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_171__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,171,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_173__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,173,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_174__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,174,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_176__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,176,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_177__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,177,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_179__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,179,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_17__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,17,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_180__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,180,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_181__-corto.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,181,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_183__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,183,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_184__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,184,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_187__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,187,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_189__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,189,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_190__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,190,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_192__-corto-termino-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,192,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_193__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,193,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_196__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,196,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_199__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,199,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_200__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,200,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_203__-corto.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,203,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_206__--Gracias-por-ver-el-video-.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,206,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_207__-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,207,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_20__-Escorta,-tarbino..mp4",todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,20,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_215__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,215,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_217__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,217,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_218__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,218,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_219__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,219,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_21__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,21,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_220__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,220,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_223__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,223,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_226__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,226,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_227__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,227,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_22__-corto.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,22,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_230__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,230,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_233__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,233,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_234__-corto-termina..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,234,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_236__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,236,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_237__-corto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,237,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_238__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,238,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_239__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,239,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_242__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,242,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_247__-corto-termino.mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,247,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_248__-gordo-termina..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,248,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_251__-Esto-termino..mp4,todo_showroom,hurto,train,ROBO_BONI_1_2024-12-17_10-57-57,3,251,4.0,1920,1080,25.0,
