npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_3_5__Corte-guardar_AINHOA6.npy,4,val,1.1,500,401,793,694,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_3_5__Corte-guardar_AINHOA6.mp4
L03__ainhoa__accion___3___SEP26_primera_t2_125__-Forte-saco.__metadata-informacion-Zona-norte-4-Objeto-camisa-Categoria-textil-Robo-abrigo.npy,3,train,1.071,712,211,981,480,25,ainhoa,accion___3___SEP26_primera_t2_125__-Forte-saco.__metadata-informacion-Zona-norte-4-Objeto-camisa-Categoria-textil-Robo-abrigo.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_1_34__Corte-agarrar_JUAN8.npy,1,train,1.085,1235,525,1790,1080,25,dia,accion___1___JUAN15ABRILtestcamara_1_34__Corte-agarrar_JUAN8.mp4
L14__ainhoa__accion___14___OCT10_abrigost4_168__-Corte-guardo.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..npy,14,val,1.088,627,340,1051,764,25,ainhoa,accion___14___OCT10_abrigost4_168__-Corte-guardo.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..mp4
L02__dia__accion___2___MIGUEL1testcamara_4_16__Corte-carrito_JOSESEC2.npy,2,train,1.01,388,222,743,577,25,dia,accion___2___MIGUEL1testcamara_4_16__Corte-carrito_JOSESEC2.mp4
L12__dia__accion___12___MIGUEL1testcamara_1_517__Corte-carrito._MIGUEL5.npy,12,train,1.0,645,86,855,296,25,dia,accion___12___MIGUEL1testcamara_1_517__Corte-carrito._MIGUEL5.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_498__Corte-caminar_MIGUEL2.npy,47,train,1.036,256,127,816,687,25,dia,accion___42___MIGUEL1testcamara_4_498__Corte-caminar_MIGUEL2.mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_2_46__Corte-sacar_AINHOA4.npy,3,val,1.011,1040,188,1232,380,25,dia,accion___3___JUAN15ABRILtestcamara_2_46__Corte-sacar_AINHOA4.mp4
"L11__dia__accion___11___MIGUEL1testcamara_3_84__Corte,-agarrar_MIGUEL3.npy",11,train,1.077,781,153,1222,594,25,dia,"accion___11___MIGUEL1testcamara_3_84__Corte,-agarrar_MIGUEL3.mp4"
"L12__ainhoa__accion___12___OCT03_primera_t4_626__-Corte,-dejo.__metadata-informacion..npy",12,val,1.029,422,184,680,442,25,ainhoa,"accion___12___OCT03_primera_t4_626__-Corte,-dejo.__metadata-informacion..mp4"
L12__dia__accion___12___MIGUEL1testcamara_1_428__corte-carrito_MIGUEL4.npy,12,val,1.001,673,113,895,335,25,dia,accion___12___MIGUEL1testcamara_1_428__corte-carrito_MIGUEL4.mp4
"L02__dia__accion___2___MIGUEL1testcamara_1_262__Corte,-dejo_JOSESEC1.npy",2,train,1.017,860,89,1065,294,25,dia,"accion___2___MIGUEL1testcamara_1_262__Corte,-dejo_JOSESEC1.mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_434__-Corte,-termino..npy",48,train,1.048,969,164,1294,489,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_434__-Corte,-termino..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_196__Corte-tomar._JUAN12.npy,1,train,1.025,386,200,791,605,25,dia,accion___1___JUAN15ABRILtestcamara_4_196__Corte-tomar._JUAN12.mp4
"L48__ainhoa__accion___4___no_obvio_OCT01_primera_t2_55__-corte-guardo__metadata-informacion,-zona-centro-2-Objeto,-blusa,-categoria-textil-Robo-bolsil__aa47cd70.npy",48,val,1.087,750,173,980,403,25,ainhoa,"accion___4___no_obvio_OCT01_primera_t2_55__-corte-guardo__metadata-informacion,-zona-centro-2-Objeto,-blusa,-categoria-textil-Robo-bolsillo.mp4"
L13__ainhoa__accion___13___OCT10_bolsillost2_264__-saco.npy,13,train,1.096,1012,167,1220,375,25,ainhoa,accion___13___OCT10_bolsillost2_264__-saco.mp4
"L11__dia__accion___9___JUAN15ABRILtestcamara_2_2__Corte,-topar_AINHOA5.npy",11,train,1.031,902,195,1055,348,25,dia,"accion___9___JUAN15ABRILtestcamara_2_2__Corte,-topar_AINHOA5.mp4"
"L10__ainhoa__accion___10___OCT03_primera_t3_220__-fuerte-sostegno.__metadata-informacion,-zona-sur-3-Robo-abrigo.npy",10,train,1.072,575,416,1012,853,25,ainhoa,"accion___10___OCT03_primera_t3_220__-fuerte-sostegno.__metadata-informacion,-zona-sur-3-Robo-abrigo.mp4"
L06__ainhoa__accion___6___segunda-tirada-17.1m_2__-Corte.-17..npy,6,train,1.015,501,474,1094,1067,25,ainhoa,accion___6___segunda-tirada-17.1m_2__-Corte.-17..mp4
"L48__dia__accion___48___MIGUEL1testcamara_1_418__Corte,-manipulo_JOSESEC1.npy",48,train,1.074,816,81,1049,314,25,dia,"accion___48___MIGUEL1testcamara_1_418__Corte,-manipulo_JOSESEC1.mp4"
"L26__ainhoa__accion___26___saltar2t3_15__-Corte,-saltar..npy",26,train,1.06,673,78,1092,497,25,ainhoa,"accion___26___saltar2t3_15__-Corte,-saltar..mp4"
"L11__ainhoa__accion___11___OCT10_abrigost2_408__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy",11,train,1.018,978,239,1237,498,25,ainhoa,"accion___11___OCT10_abrigost2_408__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_155__-corto-termino.npy,4,train,1.081,952,149,1246,443,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_155__-corto-termino.mp4
L26__ainhoa__accion___26___saltar2t4_37__--Corte-Salta-.npy,26,train,1.079,592,105,905,418,25,ainhoa,accion___26___saltar2t4_37__--Corte-Salta-.mp4
L11__dia__accion___11___MIGUEL1testcamara_3_412__corte-agarrar_MIGUEL3.npy,11,train,1.003,639,56,918,335,25,dia,accion___11___MIGUEL1testcamara_3_412__corte-agarrar_MIGUEL3.mp4
"L02__dia__accion___2___MIGUEL1testcamara_4_11__Corte,-carrito._MIGUEL2.npy",2,train,1.024,589,184,973,568,25,dia,"accion___2___MIGUEL1testcamara_4_11__Corte,-carrito._MIGUEL2.mp4"
L01__dia__accion___1___MIGUEL1testcamara_3_363__Corte-agarro_JOSESEC2.npy,1,train,1.002,685,91,1015,421,25,dia,accion___1___MIGUEL1testcamara_3_363__Corte-agarro_JOSESEC2.mp4
L43__ainhoa__accion___43___llamart2_72__-Corte-llamar..npy,43,train,1.055,796,289,1139,632,25,ainhoa,accion___43___llamart2_72__-Corte-llamar..mp4
L10__ainhoa__accion___10___OCT04_primera_t2_972__-Corte-sostengo.__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..npy,10,train,1.002,1031,184,1211,364,25,ainhoa,accion___10___OCT04_primera_t2_972__-Corte-sostengo.__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..mp4
"L00__ainhoa__accion___0___SEP30_t4_336__-corte,-sostengo.__metadata-informacion,-zona-norte-2-Objeto-zapato-Categoria-textil-Robo-abrigo.npy",0,train,1.09,458,181,740,463,25,ainhoa,"accion___0___SEP30_t4_336__-corte,-sostengo.__metadata-informacion,-zona-norte-2-Objeto-zapato-Categoria-textil-Robo-abrigo.mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_3_16__Corte,-carrito._JUAN7.npy",2,train,1.081,493,137,1048,692,25,dia,"accion___2___JUAN15ABRILtestcamara_3_16__Corte,-carrito._JUAN7.mp4"
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_218__Corte-guardo._JOSESEC2.npy,4,train,1.005,486,144,768,426,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_4_218__Corte-guardo._JOSESEC2.mp4
L01__dia__accion___1___MIGUEL1testcamara_4_101__Korte-tomar._ainhoa1.npy,1,train,1.057,410,235,725,550,25,dia,accion___1___MIGUEL1testcamara_4_101__Korte-tomar._ainhoa1.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_286__-Corte,-termino..npy",4,val,1.004,348,174,992,818,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_286__-Corte,-termino..mp4"
L48__todo_showroom__accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_4_268__-Termino..npy,48,train,1.097,289,168,698,577,25,todo_showroom,accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_4_268__-Termino..mp4
"L12__ainhoa__accion___12___OCT10_bolsillost2_272__-Corte,-dejo..npy",12,train,1.004,1042,177,1233,368,25,ainhoa,"accion___12___OCT10_bolsillost2_272__-Corte,-dejo..mp4"
L01__dia__accion___1___MIGUEL1testcamara_4_235__Corte-agarro_JOSESEC2.npy,1,train,1.038,579,129,869,419,25,dia,accion___1___MIGUEL1testcamara_4_235__Corte-agarro_JOSESEC2.mp4
L29__ainhoa__accion___29___sentarset1_106__-corte-abajo.npy,29,train,1.047,684,250,1012,578,25,ainhoa,accion___29___sentarset1_106__-corte-abajo.mp4
"L12__ainhoa__accion___12___OCT03_primera_t4_292__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy",12,train,1.074,413,183,681,451,25,ainhoa,"accion___12___OCT03_primera_t4_292__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4"
L27__dia__accion___27___MIGUEL1testcamara_4_122__Korte-bajar-mano._ainhoa1.npy,27,val,1.017,156,357,535,736,25,dia,accion___27___MIGUEL1testcamara_4_122__Korte-bajar-mano._ainhoa1.mp4
"L00__ainhoa__accion___0___OCT01_primera_t1_947__-corte,-sostengo__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",0,train,1.005,861,126,1044,309,25,ainhoa,"accion___0___OCT01_primera_t1_947__-corte,-sostengo__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
"L12__dia__accion___12___MIGUEL1testcamara_4_56__Corte,-dejar_MIGUEL3.npy",12,train,1.062,511,179,899,567,25,dia,"accion___12___MIGUEL1testcamara_4_56__Corte,-dejar_MIGUEL3.mp4"
L27__ainhoa__accion___27___saludart1_46__-Corte-saludar.npy,27,train,1.024,700,98,898,296,25,ainhoa,accion___27___saludart1_46__-Corte-saludar.mp4
L48__doblar_sobreponer__02-13-23-05-47 camara 3 - 47-356.npy,48,val,1.096,360,178,713,531,8,doblar_sobreponer,02-13-23-05-47 camara 3 - 47-356.mp4
L22__ainhoa__accion___22___mochielat1_48__-corte-y-quita.npy,22,train,1.04,713,114,903,304,25,ainhoa,accion___22___mochielat1_48__-corte-y-quita.mp4
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_4_86__Corte-guardar._JUAN10.npy,4,val,1.083,299,192,697,590,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_4_86__Corte-guardar._JUAN10.mp4
L47__dia__accion___47___JUAN15ABRILtestcamara_4_147__Corte-empujo-empujo._JUAN11.npy,47,train,1.08,543,108,984,549,25,dia,accion___47___JUAN15ABRILtestcamara_4_147__Corte-empujo-empujo._JUAN11.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_146__-corto-termino.npy,4,train,1.027,900,216,1285,601,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_146__-corto-termino.mp4
"L01__ainhoa__accion___1___SEP30_t4_582__-Corte,-agarro.__metadata-informacion.-Zona-Sur-2.-Objeto-jersey.-Categoria-textil.-Robo-bolso..npy",1,train,1.057,64,554,507,997,25,ainhoa,"accion___1___SEP30_t4_582__-Corte,-agarro.__metadata-informacion.-Zona-Sur-2.-Objeto-jersey.-Categoria-textil.-Robo-bolso..mp4"
L03__ainhoa__accion___3___OCT01_primera_t3_557__-Corte-saco.__metadata-informacion..npy,3,train,1.075,520,237,889,606,25,ainhoa,accion___3___OCT01_primera_t3_557__-Corte-saco.__metadata-informacion..mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_1__-corto-termino.npy,4,train,1.032,869,110,1104,345,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_1__-corto-termino.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_4_98__Corte-tomar._JUAN12.npy,1,val,1.057,122,281,602,761,25,dia,accion___1___JUAN15ABRILtestcamara_4_98__Corte-tomar._JUAN12.mp4
L47__dia__accion___42___MIGUEL1testcamara_1_347__Corte-caminar_MIGUEL3.npy,47,train,1.036,638,107,989,458,25,dia,accion___42___MIGUEL1testcamara_1_347__Corte-caminar_MIGUEL3.mp4
L13__ainhoa__accion___13___OCT03_primera_t4_686__-Corte-saco__metadata-informacion.-Zona-norte-4.-Robo-bolsillo..npy,13,val,1.019,704,180,978,454,25,ainhoa,accion___13___OCT03_primera_t4_686__-Corte-saco__metadata-informacion.-Zona-norte-4.-Robo-bolsillo..mp4
"L02__dia__accion___2___MIGUEL1testcamara_3_7__Corte,-dejar_MIGUEL2.npy",2,train,1.016,422,384,890,852,25,dia,"accion___2___MIGUEL1testcamara_3_7__Corte,-dejar_MIGUEL2.mp4"
"L02__ainhoa__accion___2___OCT01_primera_t4_213__-corte,-dejo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.npy",2,train,1.036,128,410,532,814,25,ainhoa,"accion___2___OCT01_primera_t4_213__-corte,-dejo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.mp4"
L13__dia__accion___13___MIGUEL1testcamara_2_297__Corte-saco_JOSESEC3.npy,13,train,1.019,794,143,1023,372,25,dia,accion___13___MIGUEL1testcamara_2_297__Corte-saco_JOSESEC3.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_4_114__-Corto,-termino..npy",4,train,1.058,250,253,652,655,25,todo_showroom,"accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_4_114__-Corto,-termino..mp4"
L12__dia__accion___12___MIGUEL1testcamara_3_322__Corte-carrito_JOSESEC3.npy,12,train,1.094,849,163,1294,608,25,dia,accion___12___MIGUEL1testcamara_3_322__Corte-carrito_JOSESEC3.mp4
L29__ainhoa__accion___29___sentarset1_54__-corte-abajo.npy,29,train,1.08,640,117,848,325,25,ainhoa,accion___29___sentarset1_54__-corte-abajo.mp4
"L03__dia__accion___3___JUAN15ABRILtestcamara_2_6__Corte,-sacar._JUAN3.npy",3,train,1.057,992,144,1242,394,25,dia,"accion___3___JUAN15ABRILtestcamara_2_6__Corte,-sacar._JUAN3.mp4"
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_2_145__Corte-guardo_JOSESEC2.npy,4,train,1.034,807,146,1039,378,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_2_145__Corte-guardo_JOSESEC2.mp4
L47__dia__accion___47___JUAN15ABRILtestcamara_2_91__Corte-empujo-empujo._JUAN13.npy,47,val,1.009,810,195,1178,563,25,dia,accion___47___JUAN15ABRILtestcamara_2_91__Corte-empujo-empujo._JUAN13.mp4
"L48__dia__accion___7___JUAN15ABRILtestcamara_1_18__Corte,-hurgar._JUAN8.npy",48,train,1.064,872,88,1138,354,25,dia,"accion___7___JUAN15ABRILtestcamara_1_18__Corte,-hurgar._JUAN8.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_4_239__-Corto.-Termino..npy,4,train,1.013,416,129,721,434,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_4_239__-Corto.-Termino..mp4
"L27__ainhoa__accion___27___saludart4_4__-Corte,-saludar..npy",27,train,1.1,404,269,821,686,25,ainhoa,"accion___27___saludart4_4__-Corte,-saludar..mp4"
"L36__ainhoa__accion___36___botellat4_133__-corte,-abrir.npy",36,train,1.069,705,189,1010,494,25,ainhoa,"accion___36___botellat4_133__-corte,-abrir.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_1_245__Corte-dejo-carrito._JUAN12.npy,2,train,1.054,591,73,834,316,25,dia,accion___2___JUAN15ABRILtestcamara_1_245__Corte-dejo-carrito._JUAN12.mp4
L13__ainhoa__accion___13___OCT09_t4_381__-Corte-Saco__metadata-informacion.-Zona-sur-3.-Robo-bolso..npy,13,val,1.025,185,368,585,768,25,ainhoa,accion___13___OCT09_t4_381__-Corte-Saco__metadata-informacion.-Zona-sur-3.-Robo-bolso..mp4
L14__ainhoa__accion___14___OCT03_primera_t1_615__-Corte-guardo__metadata-informacion..npy,14,train,1.019,908,204,1152,448,25,ainhoa,accion___14___OCT03_primera_t1_615__-Corte-guardo__metadata-informacion..mp4
"L02__dia__accion___2___MIGUEL1testcamara_3_586__Corte,-dejo_JOSESEC1.npy",2,train,1.038,601,609,859,867,25,dia,"accion___2___MIGUEL1testcamara_3_586__Corte,-dejo_JOSESEC1.mp4"
"L12__ainhoa__accion___12___OCT03_primera_t3_371__-Corte,-dejo.__metadata-informacion,-zona-norte-3,-robo,-bolso..npy",12,train,1.084,844,75,1105,336,25,ainhoa,"accion___12___OCT03_primera_t3_371__-Corte,-dejo.__metadata-informacion,-zona-norte-3,-robo,-bolso..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_194__Corte-agarrar_JUAN8.npy,1,train,1.045,662,287,1107,732,25,dia,accion___1___JUAN15ABRILtestcamara_4_194__Corte-agarrar_JUAN8.mp4
L31__ainhoa__accion___31___zapatot3_3__-Corte-extra..npy,31,train,1.008,545,140,940,535,25,ainhoa,accion___31___zapatot3_3__-Corte-extra..mp4
"L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_3_16__Corte,-guardar._JUAN4.npy",4,train,1.094,910,189,1459,738,25,dia_guardar,"accion___4___obvioJUAN15ABRILtestcamara_3_16__Corte,-guardar._JUAN4.mp4"
"L11__dia__accion___9___JUAN15ABRILtestcamara_2_59__Corte,-topar._JUAN8.npy",11,val,1.082,931,178,1300,547,25,dia,"accion___9___JUAN15ABRILtestcamara_2_59__Corte,-topar._JUAN8.mp4"
L11__dia__accion___9___JUAN15ABRILtestcamara_1_23__Corte-topar._JUAN11.npy,11,train,1.098,572,97,873,398,25,dia,accion___9___JUAN15ABRILtestcamara_1_23__Corte-topar._JUAN11.mp4
L47__dia__accion___42___MIGUEL1testcamara_2_496__Corte-caminar._MIGUEL5.npy,47,train,1.079,887,85,1197,395,25,dia,accion___42___MIGUEL1testcamara_2_496__Corte-caminar._MIGUEL5.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_46__-corto-termino..npy,4,train,1.027,633,76,832,275,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_46__-corto-termino..mp4
L02__dia__accion___2___MIGUEL1testcamara_4_151__Corte-carrito._ainhoa3.npy,2,train,1.017,430,280,761,611,25,dia,accion___2___MIGUEL1testcamara_4_151__Corte-carrito._ainhoa3.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_65__Corte-camino_JOSESEC3.npy,47,train,1.025,466,165,1008,707,25,dia,accion___42___MIGUEL1testcamara_4_65__Corte-camino_JOSESEC3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_169__-termino..npy,4,val,1.072,613,370,1172,929,25,todo_showroom,accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_169__-termino..mp4
L46__dia__accion___46___JUAN15ABRILtestcamara_3_26__Corte-dar-vueltas_JOSE2.npy,46,train,1.088,713,20,1022,329,25,dia,accion___46___JUAN15ABRILtestcamara_3_26__Corte-dar-vueltas_JOSE2.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_367__-Corte,-termino..npy",4,train,1.077,608,120,898,410,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_367__-Corte,-termino..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_154__-corto-termino.npy,4,val,1.097,123,209,663,749,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_154__-corto-termino.mp4
"L14__dia__accion___14___MIGUEL1testcamara_3_386__Corte,-guardar_MIGUEL3.npy",14,train,1.06,565,96,899,430,25,dia,"accion___14___MIGUEL1testcamara_3_386__Corte,-guardar_MIGUEL3.mp4"
L00__dia__accion___0___JUAN15ABRILtestcamara_3_73__Korte-leer_AINHOA1.npy,0,train,1.023,566,454,967,855,25,dia,accion___0___JUAN15ABRILtestcamara_3_73__Korte-leer_AINHOA1.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_372__-Corte,-termino..npy",48,train,1.001,855,67,1160,372,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_372__-Corte,-termino..mp4"
L14__ainhoa__accion___14___OCT04_primera_t1_1283__-Corte-guardo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..npy,14,train,1.084,609,185,880,456,25,ainhoa,accion___14___OCT04_primera_t1_1283__-Corte-guardo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..mp4
"L10__ainhoa__accion___10___OCT04_primera_t2_542__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy",10,val,1.056,983,204,1203,424,25,ainhoa,"accion___10___OCT04_primera_t2_542__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4"
L02__dia__accion___2___MIGUEL1testcamara_3_10__Corte-carrito._JOSESEC2.npy,2,train,1.078,835,172,1230,567,25,dia,accion___2___MIGUEL1testcamara_3_10__Corte-carrito._JOSESEC2.mp4
"L00__ainhoa__accion___0___OCT01_primera_t2_1424__-Corte,-sostengo.__metadata-informacion-Zona-norte-2-Objeto-pantalon-Categoria-textil-Robo-polsillo.npy",0,train,1.088,941,232,1210,501,25,ainhoa,"accion___0___OCT01_primera_t2_1424__-Corte,-sostengo.__metadata-informacion-Zona-norte-2-Objeto-pantalon-Categoria-textil-Robo-polsillo.mp4"
"L14__dia__accion___14___MIGUEL1testcamara_4_120__Corte,-guardar_MIGUEL3.npy",14,train,1.03,546,225,965,644,25,dia,"accion___14___MIGUEL1testcamara_4_120__Corte,-guardar_MIGUEL3.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_281__-corto-termino.npy,4,train,1.001,838,113,1043,318,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_281__-corto-termino.mp4
"L11__dia__accion___9___JUAN15ABRILtestcamara_2_52__Corte,-topar._JUAN8.npy",11,train,1.006,811,117,1029,335,25,dia,"accion___9___JUAN15ABRILtestcamara_2_52__Corte,-topar._JUAN8.mp4"
"L01__dia__accion___1___MIGUEL1testcamara_2_192__Corte,-agarro_JOSESEC2.npy",1,train,1.088,805,211,1138,544,25,dia,"accion___1___MIGUEL1testcamara_2_192__Corte,-agarro_JOSESEC2.mp4"
"L04__ainhoa__accion___4___obvio_OCT01_primera_t2_713__-corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.npy",4,val,1.084,1010,173,1206,369,25,ainhoa,"accion___4___obvio_OCT01_primera_t2_713__-corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.mp4"
L14__dia__accion___14___MIGUEL1testcamara_2_338__Corte-guardo_JOSESEC3.npy,14,train,1.027,964,148,1189,373,25,dia,accion___14___MIGUEL1testcamara_2_338__Corte-guardo_JOSESEC3.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_134__corte-caminar_MIGUEL2.npy,47,train,1.08,210,155,875,820,25,dia,accion___42___MIGUEL1testcamara_4_134__corte-caminar_MIGUEL2.mp4
L04__ainhoa__accion___4___obvio_SEP26_primera_t3_893__-Corte-guardo.__metadata-informacion-Zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-bolso.npy,4,train,1.066,890,186,1263,559,25,ainhoa,accion___4___obvio_SEP26_primera_t3_893__-Corte-guardo.__metadata-informacion-Zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4
"L02__ainhoa__accion___2___SEP30_t2_119__-corte,-dejo__metadata-informacion-Zona-sur-2-Objeto-jersey-Categoria-textil-Robo-bolso.npy",2,train,1.058,701,146,951,396,25,ainhoa,"accion___2___SEP30_t2_119__-corte,-dejo__metadata-informacion-Zona-sur-2-Objeto-jersey-Categoria-textil-Robo-bolso.mp4"
L46__dia__accion___46___JUAN15ABRILtestcamara_4_12__Corte-Dar-vueltas._JUAN6.npy,46,train,1.068,261,217,709,665,25,dia,accion___46___JUAN15ABRILtestcamara_4_12__Corte-Dar-vueltas._JUAN6.mp4
L03__dia__accion___3___MIGUEL1testcamara_3_157__Corte-sacar._MIGUEL2.npy,3,train,1.058,741,148,1184,591,25,dia,accion___3___MIGUEL1testcamara_3_157__Corte-sacar._MIGUEL2.mp4
L05__ainhoa__accion___5___primera-tirada-16.2_8__-Corte.-16._muy_l4rg0_2.npy,5,train,1.012,200,315,685,800,25,ainhoa,accion___5___primera-tirada-16.2_8__-Corte.-16._muy_l4rg0_2.mp4
"L31__ainhoa__accion___31___zapatot4_26__-Corte,-quita..npy",31,train,1.098,461,523,1018,1080,25,ainhoa,"accion___31___zapatot4_26__-Corte,-quita..mp4"
L14__ainhoa__accion___14___OCT04_primera_t1_138__-Corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy,14,train,1.024,594,193,849,448,25,ainhoa,accion___14___OCT04_primera_t1_138__-Corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4
L11__dia__accion___9___MIGUEL1testcamara_4_35__Korte-topar_ainhoa1.npy,11,train,1.078,181,374,537,730,25,dia,accion___9___MIGUEL1testcamara_4_35__Korte-topar_ainhoa1.mp4
"L12__ainhoa__accion___12___OCT04_primera_t4_1199__-Corte,-dejo.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..npy",12,train,1.036,730,194,1097,561,25,ainhoa,"accion___12___OCT04_primera_t4_1199__-Corte,-dejo.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..mp4"
