npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
L03__dia__accion___3___MIGUEL1testcamara_4_213__corte-saco_JOSESEC2.npy,3,train,1.067,491,117,793,419,25,dia,accion___3___MIGUEL1testcamara_4_213__corte-saco_JOSESEC2.mp4
"L12__ainhoa__accion___12___OCT04_primera_t3_308__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy",12,train,1.044,1265,574,1714,1023,25,ainhoa,"accion___12___OCT04_primera_t3_308__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4"
L35__ainhoa__accion___35___bolsot2_56__-corte-agarro.npy,35,val,1.025,665,210,947,492,25,ainhoa,accion___35___bolsot2_56__-corte-agarro.mp4
L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_136__-Corte-y-termino..npy,48,val,1.053,691,250,1137,696,25,todo_showroom,accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_136__-Corte-y-termino..mp4
L00__dia__accion___0___JUAN15ABRILtestcamara_3_196__Corte-leer._JUAN10.npy,0,train,1.066,1039,264,1558,783,25,dia,accion___0___JUAN15ABRILtestcamara_3_196__Corte-leer._JUAN10.mp4
"L14__ainhoa__accion___14___OCT09_t2_465__-Guarde,-guardo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..npy",14,train,1.044,996,206,1215,425,25,ainhoa,"accion___14___OCT09_t2_465__-Guarde,-guardo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..mp4"
L14__ainhoa__accion___14___OCT04_primera_t2_1312__-Corte-guardo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..npy,14,train,1.039,662,212,909,459,25,ainhoa,accion___14___OCT04_primera_t2_1312__-Corte-guardo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..mp4
L00__dia__accion___0___JUAN15ABRILtestcamara_2_202__Corte-leer._JUAN10.npy,0,train,1.058,801,116,1016,331,25,dia,accion___0___JUAN15ABRILtestcamara_2_202__Corte-leer._JUAN10.mp4
L48__dia__accion___48___MIGUEL1testcamara_3_480__Corte-manipulo_JOSESEC1.npy,48,train,1.089,491,219,1082,810,25,dia,accion___48___MIGUEL1testcamara_3_480__Corte-manipulo_JOSESEC1.mp4
"L13__ainhoa__accion___13___OCT03_primera_t1_693__-Corte,-saco.__metadata-informacion.-Zona-norte-4.-Robo-bolsillo..npy",13,train,1.061,619,186,885,452,25,ainhoa,"accion___13___OCT03_primera_t1_693__-Corte,-saco.__metadata-informacion.-Zona-norte-4.-Robo-bolsillo..mp4"
"L12__dia__accion___12___MIGUEL1testcamara_3_217__Corte,-dejar_MIGUEL5.npy",12,train,1.004,410,313,885,788,25,dia,"accion___12___MIGUEL1testcamara_3_217__Corte,-dejar_MIGUEL5.mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_4_26__Corte,-carrito_JUAN6.npy",2,val,1.096,662,102,1000,440,25,dia,"accion___2___JUAN15ABRILtestcamara_4_26__Corte,-carrito_JUAN6.mp4"
L40__ainhoa__accion___40___corrert3_66__-contrary.npy,40,train,1.005,668,87,1516,935,25,ainhoa,accion___40___corrert3_66__-contrary.mp4
"L02__ainhoa__accion___2___SEP30_t3_1156__-corte,-dejo__metadata-informacion-Zona-norte-1-Objeto-sujetador-Categoria-textil-Robo-bolso.npy",2,train,1.042,479,66,778,365,25,ainhoa,"accion___2___SEP30_t3_1156__-corte,-dejo__metadata-informacion-Zona-norte-1-Objeto-sujetador-Categoria-textil-Robo-bolso.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_3_29__Corte-agarrar._JUAN13.npy,1,train,1.092,1011,175,1559,723,25,dia,accion___1___JUAN15ABRILtestcamara_3_29__Corte-agarrar._JUAN13.mp4
L23__ainhoa__accion___23___relojt1_58__-Corte-mirar.__metadata-informno-metadata.npy,23,train,1.016,662,136,867,341,25,ainhoa,accion___23___relojt1_58__-Corte-mirar.__metadata-informno-metadata.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_1_155__Corte-tomar_JOSE2.npy,1,train,1.059,681,96,1143,558,25,dia,accion___1___JUAN15ABRILtestcamara_1_155__Corte-tomar_JOSE2.mp4
L11__ainhoa__accion___11___OCT10_bolsost2_306__-Corte-agarro__metadata-informacion..npy,11,train,1.05,1011,200,1242,431,25,ainhoa,accion___11___OCT10_bolsost2_306__-Corte-agarro__metadata-informacion..mp4
"L10__ainhoa__accion___10___OCT04_primera_t2_979__-corte,-sostengo__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..npy",10,train,1.063,1023,177,1216,370,25,ainhoa,"accion___10___OCT04_primera_t2_979__-corte,-sostengo__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..mp4"
L40__ainhoa__accion___40___corrert2_77__-correr..npy,40,train,1.075,852,136,1067,351,25,ainhoa,accion___40___corrert2_77__-correr..mp4
L47__dia__accion___42___MIGUEL1testcamara_1_245__Corte-caminar._MIGUEL2.npy,47,train,1.018,737,84,980,327,25,dia,accion___42___MIGUEL1testcamara_1_245__Corte-caminar._MIGUEL2.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_4_3__Corte-agarrar._JUAN3.npy,1,train,1.063,211,238,637,664,25,dia,accion___1___JUAN15ABRILtestcamara_4_3__Corte-agarrar._JUAN3.mp4
"L03__ainhoa__accion___3___SEP26_primera_t1_838__-Corte-el-saco.__metadata-informacion,-zona-sur-3-Objeto,-cinturon-Categoria-textil-Robo-bolso.npy",3,train,1.068,829,150,1052,373,25,ainhoa,"accion___3___SEP26_primera_t1_838__-Corte-el-saco.__metadata-informacion,-zona-sur-3-Objeto,-cinturon-Categoria-textil-Robo-bolso.mp4"
"L48__dia__accion___48___MIGUEL1testcamara_2_71__Corte,-manipulo._JOSESEC1.npy",48,val,1.035,983,169,1224,410,25,dia,"accion___48___MIGUEL1testcamara_2_71__Corte,-manipulo._JOSESEC1.mp4"
"L00__ainhoa__accion___0___OCT01_primera_t3_400__-corte,-sostengo__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",0,train,1.017,851,132,1138,419,25,ainhoa,"accion___0___OCT01_primera_t3_400__-corte,-sostengo__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
"L47__dia__accion___47___JUAN15ABRILtestcamara_4_48__Corte,-empujo,-empujo._JUAN11.npy",47,train,1.008,375,169,856,650,25,dia,"accion___47___JUAN15ABRILtestcamara_4_48__Corte,-empujo,-empujo._JUAN11.mp4"
L14__ainhoa__accion___14___OCT04_primera_t4_461__-Corte-guardo.__metadata-informacion.-Zona-Sur-3.-Probo-abrigo..npy,14,train,1.078,193,387,576,770,25,ainhoa,accion___14___OCT04_primera_t4_461__-Corte-guardo.__metadata-informacion.-Zona-Sur-3.-Probo-abrigo..mp4
"L47__dia__accion___42___MIGUEL1testcamara_3_19__Corte,-caminar_MIGUEL3.npy",47,train,1.017,597,156,1271,830,25,dia,"accion___42___MIGUEL1testcamara_3_19__Corte,-caminar_MIGUEL3.mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_2_129__-Corte,-termino.-Corte,-termino.-Corte,-termino..npy",48,train,1.053,946,224,1294,572,25,todo_showroom,"accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_2_129__-Corte,-termino.-Corte,-termino.-Corte,-termino..mp4"
"L03__dia__accion___3___JUAN15ABRILtestcamara_2_139__Corte,-sacar._JUAN13.npy",3,train,1.088,969,133,1219,383,25,dia,"accion___3___JUAN15ABRILtestcamara_2_139__Corte,-sacar._JUAN13.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_5__.npy,4,val,1.034,875,141,1181,447,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_5__.mp4
L12__dia__accion___12___MIGUEL1testcamara_1_305__corte-dejar_MIGUEL4.npy,12,train,1.085,885,105,1120,340,25,dia,accion___12___MIGUEL1testcamara_1_305__corte-dejar_MIGUEL4.mp4
L03__ainhoa__accion___3___SEP30_t1_777__-corte-saco.__metadata-informacion.-Zona-norte-3.-Objeto-pantaron.-Categoria-textil.-Robo-bolso..npy,3,train,1.09,635,245,962,572,25,ainhoa,accion___3___SEP30_t1_777__-corte-saco.__metadata-informacion.-Zona-norte-3.-Objeto-pantaron.-Categoria-textil.-Robo-bolso..mp4
L12__dia__accion___12___MIGUEL1testcamara_1_172__Corte-carrito_MIGUEL3.npy,12,train,1.033,661,77,859,275,25,dia,accion___12___MIGUEL1testcamara_1_172__Corte-carrito_MIGUEL3.mp4
L10__ainhoa__accion___10___OCT10_abrigost3_58__-Corte-Sostengo__metadata-informacion-Zona-norte-4-Robo-abrigo.npy,10,train,1.098,870,112,1173,415,25,ainhoa,accion___10___OCT10_abrigost3_58__-Corte-Sostengo__metadata-informacion-Zona-norte-4-Robo-abrigo.mp4
"L31__ainhoa__accion___31___zapatot1_79__-Corte,-quitar..npy",31,train,1.088,654,176,942,464,25,ainhoa,"accion___31___zapatot1_79__-Corte,-quitar..mp4"
L47__dia__accion___42___MIGUEL1testcamara_1_35__Corte-camino._JOSESEC3.npy,47,train,1.095,798,104,1166,472,25,dia,accion___42___MIGUEL1testcamara_1_35__Corte-camino._JOSESEC3.mp4
L40__ainhoa__accion___40___corrert4_1__-corte.npy,40,train,1.1,541,204,888,551,25,ainhoa,accion___40___corrert4_1__-corte.mp4
L48__doblar_sobreponer__02-13-21-23-57 camara 1 - 57-640.npy,48,train,1.015,934,213,1214,493,8,doblar_sobreponer,02-13-21-23-57 camara 1 - 57-640.mp4
L12__dia__accion___12___MIGUEL1testcamara_4_64__Corte-carrito_JOSESEC3.npy,12,val,1.089,343,275,792,724,25,dia,accion___12___MIGUEL1testcamara_4_64__Corte-carrito_JOSESEC3.mp4
"L01__ainhoa__accion___1___OCT01_primera_t2_127__-corte,-agarra.__metadata-informacion-Zona-sur-1-Objeto-Falda-Categoria-textil-Robo-bolsillo.npy",1,train,1.017,830,131,995,296,25,ainhoa,"accion___1___OCT01_primera_t2_127__-corte,-agarra.__metadata-informacion-Zona-sur-1-Objeto-Falda-Categoria-textil-Robo-bolsillo.mp4"
"L01__ainhoa__accion___1___OCT01_primera_t1_1042__-Corte,-agarro__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",1,train,1.066,913,182,1171,440,25,ainhoa,"accion___1___OCT01_primera_t1_1042__-Corte,-agarro__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
"L01__dia__accion___1___JUAN15ABRILtestcamara_3_145__Corte,-tomar._JUAN7.npy",1,train,1.026,425,115,951,641,25,dia,"accion___1___JUAN15ABRILtestcamara_3_145__Corte,-tomar._JUAN7.mp4"
"L00__ainhoa__accion___0___SEP30_t3_1002__-Corte,-sostengo__metadata-informacion-Zona-norte-3-Objeto-Camisa-Categoria-Textil-Robo-abrigo.npy",0,train,1.017,786,763,1090,1067,25,ainhoa,"accion___0___SEP30_t3_1002__-Corte,-sostengo__metadata-informacion-Zona-norte-3-Objeto-Camisa-Categoria-Textil-Robo-abrigo.mp4"
L11__dia__accion___9___JUAN15ABRILtestcamara_3_64__Corte-topar._JUAN5.npy,11,train,1.038,530,119,923,512,25,dia,accion___9___JUAN15ABRILtestcamara_3_64__Corte-topar._JUAN5.mp4
"L01__ainhoa__accion___1___SEP26_primera_t3_965__-Corte,-agarro.__metadata-informacion.-Zona-norte-4.-Objeto-camisa.-Categoria-textil.-Robo-bolso..npy",1,train,1.041,925,129,1227,431,25,ainhoa,"accion___1___SEP26_primera_t3_965__-Corte,-agarro.__metadata-informacion.-Zona-norte-4.-Objeto-camisa.-Categoria-textil.-Robo-bolso..mp4"
"L00__ainhoa__accion___0___OCT01_primera_t1_1354__-Corte,-sostengo__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsillo..npy",0,train,1.004,874,157,1081,364,25,ainhoa,"accion___0___OCT01_primera_t1_1354__-Corte,-sostengo__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsillo..mp4"
L35__ainhoa__accion___35___bolsot4_42__-corte-agarro.npy,35,train,1.051,697,119,933,355,25,ainhoa,accion___35___bolsot4_42__-corte-agarro.mp4
L40__ainhoa__accion___40___corrert4_34__-Corte..npy,40,train,1.027,452,460,910,918,25,ainhoa,accion___40___corrert4_34__-Corte..mp4
L12__dia__accion___12___MIGUEL1testcamara_2_46__Corte-carrito_JOSESEC3.npy,12,train,1.03,826,139,1059,372,25,dia,accion___12___MIGUEL1testcamara_2_46__Corte-carrito_JOSESEC3.mp4
L46__dia__accion___46___JUAN15ABRILtestcamara_2_26__Corte-dar-vueltas_JOSE2.npy,46,train,1.046,546,223,1001,678,25,dia,accion___46___JUAN15ABRILtestcamara_2_26__Corte-dar-vueltas_JOSE2.mp4
"L02__ainhoa__accion___2___SEP26_primera_t1_1157__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1-Objeto-falda-Categoria-textil-Robo-bolso.npy",2,train,1.057,582,138,784,340,25,ainhoa,"accion___2___SEP26_primera_t1_1157__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1-Objeto-falda-Categoria-textil-Robo-bolso.mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_2_86__Corte,-dejar-carrito._JUAN5.npy",2,train,1.048,801,170,1134,503,25,dia,"accion___2___JUAN15ABRILtestcamara_2_86__Corte,-dejar-carrito._JUAN5.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_239__-corto-termino.npy,4,val,1.036,875,102,1107,334,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_239__-corto-termino.mp4
L00__dia__accion___0___JUAN15ABRILtestcamara_4_40__Corte-leer_AINHOA5.npy,0,train,1.006,542,250,827,535,25,dia,accion___0___JUAN15ABRILtestcamara_4_40__Corte-leer_AINHOA5.mp4
"L03__dia__accion___3___JUAN15ABRILtestcamara_3_41__Corte,-sacar_JUAN14.npy",3,val,1.02,546,255,1058,767,25,dia,"accion___3___JUAN15ABRILtestcamara_3_41__Corte,-sacar_JUAN14.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_2_416__-Corte,-termino..npy",4,train,1.07,969,153,1275,459,25,todo_showroom,"accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_2_416__-Corte,-termino..mp4"
"L40__ainhoa__accion___40___corrert4_19__-corte,-correr.npy",40,train,1.011,165,138,916,889,25,ainhoa,"accion___40___corrert4_19__-corte,-correr.mp4"
L43__ainhoa__accion___43___llamart3_74__-Corte-y-amalle..npy,43,train,1.078,440,111,1213,884,25,ainhoa,accion___43___llamart3_74__-Corte-y-amalle..mp4
L43__ainhoa__accion___43___llamart2_35__-Corte-llamar..npy,43,train,1.024,792,131,1096,435,25,ainhoa,accion___43___llamart2_35__-Corte-llamar..mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_3_209__-Corto-termino.-Corto-termino..npy,4,val,1.027,377,282,892,797,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_3_209__-Corto-termino.-Corto-termino..mp4
L14__dia__accion___14___MIGUEL1testcamara_4_293__Corte-guardar._MIGUEL4.npy,14,train,1.095,540,177,959,596,25,dia,accion___14___MIGUEL1testcamara_4_293__Corte-guardar._MIGUEL4.mp4
"L03__dia__accion___3___JUAN15ABRILtestcamara_2_111__Corte,-sacar_AINHOA3.npy",3,train,1.03,1022,161,1201,340,25,dia,"accion___3___JUAN15ABRILtestcamara_2_111__Corte,-sacar_AINHOA3.mp4"
L40__ainhoa__accion___40___corrert2_14__-correr.npy,40,train,1.096,846,124,1125,403,25,ainhoa,accion___40___corrert2_14__-correr.mp4
L13__dia__accion___13___MIGUEL1testcamara_3_467__Corte-sacar._MIGUEL5.npy,13,train,1.029,1139,339,1621,821,25,dia,accion___13___MIGUEL1testcamara_3_467__Corte-sacar._MIGUEL5.mp4
L02__dia__accion___2___MIGUEL1testcamara_2_454__Corte-dejar._MIGUEL2.npy,2,train,1.066,1019,145,1250,376,25,dia,accion___2___MIGUEL1testcamara_2_454__Corte-dejar._MIGUEL2.mp4
L01__dia__accion___1___MIGUEL1testcamara_1_447__Corte-agarrar_MIGUEL2.npy,1,train,1.061,867,90,1082,305,25,dia,accion___1___MIGUEL1testcamara_1_447__Corte-agarrar_MIGUEL2.mp4
L29__ainhoa__accion___29___sentarset1_20__-corte-abajo.npy,29,train,1.036,820,122,1012,314,25,ainhoa,accion___29___sentarset1_20__-corte-abajo.mp4
"L04__ainhoa__accion___4___obvio_SEP26_primera_t1_1250__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolso.npy",4,train,1.071,829,114,1029,314,25,ainhoa,"accion___4___obvio_SEP26_primera_t1_1250__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_1_108__Corte-carrito._JUAN5.npy,2,train,1.028,603,157,972,526,25,dia,accion___2___JUAN15ABRILtestcamara_1_108__Corte-carrito._JUAN5.mp4
"L41__ainhoa__accion___41___gafast4_44__-Corte,-poner..npy",41,train,1.071,568,231,939,602,25,ainhoa,"accion___41___gafast4_44__-Corte,-poner..mp4"
"L03__ainhoa__accion___3___OCT01_primera_t1_407__-corte-saco.__metadata-informacion-Zona-centro-2-Objeto,-camisa-Categoria,-textil-Robo,-bolsillo.npy",3,val,1.09,614,175,891,452,25,ainhoa,"accion___3___OCT01_primera_t1_407__-corte-saco.__metadata-informacion-Zona-centro-2-Objeto,-camisa-Categoria,-textil-Robo,-bolsillo.mp4"
L14__dia__accion___14___MIGUEL1testcamara_3_62__Corte-guardar_JOSESEC3.npy,14,train,1.093,632,270,1135,773,25,dia,accion___14___MIGUEL1testcamara_3_62__Corte-guardar_JOSESEC3.mp4
"L38__ainhoa__accion___38___chaquetat4_74__-Corte,-poner.npy",38,train,1.034,152,366,548,762,25,ainhoa,"accion___38___chaquetat4_74__-Corte,-poner.mp4"
"L47__dia__accion___42___MIGUEL1testcamara_2_76__Corte,-caminar_MIGUEL5.npy",47,train,1.098,779,113,1240,574,25,dia,"accion___42___MIGUEL1testcamara_2_76__Corte,-caminar_MIGUEL5.mp4"
"L47__dia__accion___47___JUAN15ABRILtestcamara_2_128__Corte,-cempujo,-cempujo_AINHOA4.npy",47,train,1.094,813,146,1017,350,25,dia,"accion___47___JUAN15ABRILtestcamara_2_128__Corte,-cempujo,-cempujo_AINHOA4.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_18__-corto-termino.npy,4,train,1.022,659,80,857,278,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_18__-corto-termino.mp4
"L01__dia__accion___6___MIGUEL1testcamara_4_144__Corte,-agarro_JOSESEC1.npy",1,train,1.023,312,492,515,695,25,dia,"accion___6___MIGUEL1testcamara_4_144__Corte,-agarro_JOSESEC1.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_415__-Corte,-termino..npy",4,train,1.047,879,140,1179,440,25,todo_showroom,"accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_415__-Corte,-termino..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_126__Corte-tomar._JUAN11.npy,1,train,1.082,682,164,998,480,25,dia,accion___1___JUAN15ABRILtestcamara_2_126__Corte-tomar._JUAN11.mp4
L11__dia__accion___11___MIGUEL1testcamara_3_124__Corte-agarrar._MIGUEL5.npy,11,train,1.077,365,438,936,1009,25,dia,accion___11___MIGUEL1testcamara_3_124__Corte-agarrar._MIGUEL5.mp4
"L02__dia__accion___2___JUAN15ABRILtestcamara_4_48__Corte,-carrito_JUAN12.npy",2,train,1.073,181,250,675,744,25,dia,"accion___2___JUAN15ABRILtestcamara_4_48__Corte,-carrito_JUAN12.mp4"
L00__ainhoa__accion___0___cuarta-tirada-14.1_36__--Corte---Sostengo-.npy,0,val,1.07,538,66,823,351,25,ainhoa,accion___0___cuarta-tirada-14.1_36__--Corte---Sostengo-.mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_1_247__-corto-termino.npy,48,train,1.001,869,110,1151,392,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_1_247__-corto-termino.mp4
L04__ainhoa__accion___4___obvio_SEP26_primera_t2_199__-Corte-guardo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-abrigo.npy,4,train,1.082,847,291,1160,604,25,ainhoa,accion___4___obvio_SEP26_primera_t2_199__-Corte-guardo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-abrigo.mp4
"L47__dia__accion___47___JUAN15ABRILtestcamara_1_19__Corte,-empujo,-empujo._JUAN7.npy",47,train,1.008,647,83,988,424,25,dia,"accion___47___JUAN15ABRILtestcamara_1_19__Corte,-empujo,-empujo._JUAN7.mp4"
L05__ainhoa__accion___5___segunda-tirada-16.2m_14__-Corte.-16._muy_l4rg0_1.npy,5,train,1.052,541,277,1036,772,25,ainhoa,accion___5___segunda-tirada-16.2m_14__-Corte.-16._muy_l4rg0_1.mp4
L11__ainhoa__accion___11___OCT04_primera_t4_722__-Corte-agarra.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy,11,train,1.054,498,137,725,364,25,ainhoa,accion___11___OCT04_primera_t4_722__-Corte-agarra.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_158__-Corte,-termino..npy",48,train,1.042,113,238,611,736,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_158__-Corte,-termino..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_136__Corte-carrito._JUAN5.npy,2,train,1.021,868,133,1147,412,25,dia,accion___2___JUAN15ABRILtestcamara_2_136__Corte-carrito._JUAN5.mp4
"L00__ainhoa__accion___0___SEP26_primera_t4_747__-Corte,-sostengo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolso.npy",0,val,1.095,506,136,751,381,25,ainhoa,"accion___0___SEP26_primera_t4_747__-Corte,-sostengo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolso.mp4"
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_2_5__Corte-guardar_AINHOA5.npy,4,train,1.037,896,196,1055,355,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_2_5__Corte-guardar_AINHOA5.mp4
"L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_2_362__Corte,-guardar_MIGUEL2.npy",4,train,1.013,682,197,983,498,25,dia_guardar,"accion___4___obvioMIGUEL1testcamara_2_362__Corte,-guardar_MIGUEL2.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_403__-corte-y-termino..npy,4,val,1.01,663,78,867,282,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_403__-corte-y-termino..mp4
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_1_236__Corte-guardo_JOSESEC2.npy,4,train,1.014,727,180,1030,483,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_1_236__Corte-guardo_JOSESEC2.mp4
"L00__ainhoa__accion___0___OCT01_primera_t1_1209__-Corte,-sostengo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",0,train,1.021,630,189,880,439,25,ainhoa,"accion___0___OCT01_primera_t1_1209__-Corte,-sostengo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L24__ainhoa__accion___24___relojt2_79__-corte__metadata-informno-metadata.npy,24,train,1.042,871,224,1223,576,25,ainhoa,accion___24___relojt2_79__-corte__metadata-informno-metadata.mp4
L02__dia__accion___2___MIGUEL1testcamara_4_51__Corte-dejar-carrito_ainhoa5.npy,2,train,1.069,444,238,814,608,25,dia,accion___2___MIGUEL1testcamara_4_51__Corte-dejar-carrito_ainhoa5.mp4
L02__dia__accion___2___MIGUEL1testcamara_4_160__Corte-carrito_ainhoa5.npy,2,train,1.045,198,485,466,753,25,dia,accion___2___MIGUEL1testcamara_4_160__Corte-carrito_ainhoa5.mp4
"L48__ainhoa__accion___4___no_obvio_OCT01_primera_t2_154__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-camisa-Categoria-textil-Robo-bolsillo.npy",48,train,1.013,1011,172,1196,357,25,ainhoa,"accion___4___no_obvio_OCT01_primera_t2_154__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-camisa-Categoria-textil-Robo-bolsillo.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_4_195__-Corte,-termino..npy",4,train,1.051,289,160,708,579,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_4_195__-Corte,-termino..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_54__Corte-dejar-carrito_AINHOA4.npy,2,train,1.045,1034,177,1235,378,25,dia,accion___2___JUAN15ABRILtestcamara_2_54__Corte-dejar-carrito_AINHOA4.mp4
"L02__ainhoa__accion___2___SEP30_t1_402__-Corte,-dejo.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-abrigo.npy",2,train,1.041,564,237,885,558,25,ainhoa,"accion___2___SEP30_t1_402__-Corte,-dejo.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-abrigo.mp4"
L14__ainhoa__accion___14___OCT04_primera_t3_634__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy,14,train,1.055,522,171,825,474,25,ainhoa,accion___14___OCT04_primera_t3_634__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4
"L36__ainhoa__accion___36___botellat1_143__-Corte,-abrir..npy",36,train,1.022,840,157,1067,384,25,ainhoa,"accion___36___botellat1_143__-Corte,-abrir..mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_4_120__Corte,-carrito._JUAN7.npy",2,train,1.014,423,123,865,565,25,dia,"accion___2___JUAN15ABRILtestcamara_4_120__Corte,-carrito._JUAN7.mp4"
